,outputs,label_tokens,true_numeric_labels,true_label_present_in_prompt,correct,predicted_label_present_in_prompt,prompt_labels,prompt_example_indices,id,n_shots,run_number,unlimiformer,nspw
315,description,description,2,True,True,True,"{3: 51, 1: 68, 5: 46, 2: 43, 4: 38, 0: 4}","[4281, 5151, 547, 835, 1236, 2661, 2695, 3028, 365, 5339, 3454, 4274, 12, 2635, 1209, 1496, 558, 1464, 127, 3420, 4775, 4150, 4002, 5143, 3364, 1467, 707, 4730, 1350, 2464, 1385, 1120, 3633, 4886, 2785, 1744, 1980, 4956, 1943, 1612, 4458, 2930, 1594, 3817, 2197, 4690, 3797, 1132, 4059, 52, 2939, 3210, 303, 3370, 3928, 3267, 3315, 2451, 2276, 2819, 48, 2304, 3975, 1463, 255, 2466, 714, 4404, 4532, 1330, 2387, 853, 3497, 449, 4809, 686, 5285, 4170, 5054, 1877, 2593, 5186, 1328, 1479, 1833, 5423, 1768, 1391, 1190, 1750, 952, 269, 3367, 5364, 270, 4070, 488, 236, 1892, 1988, 550, 828, 2300, 2059, 106, 4297, 4353, 5155, 1649, 1652, 1683, 227, 5232, 2089, 1808, 4276, 4677, 93, 5095, 1096, 3930, 3086, 3406, 635, 289, 4481, 2480, 2760, 3279, 5101, 2418, 2673, 861, 5373, 1016, 990, 2346, 4330, 1373, 4212, 4539, 4864, 2353, 798, 5198, 773, 4374, 3312, 2238, 323, 3564, 2376, 931, 5297, 3698, 2203, 2914, 932, 222, 777, 1851, 874, 477, 2409, 574, 2124, 3418, 4492, 5429, 2050, 4615, 2118, 563, 2146, 3678, 5435, 352, 2187, 3074, 2259, 3196, 4742, 4901, 4005, 2390, 3321, 2049, 3915, 2838, 4186, 4266, 4064, 2736, 5045, 4287, 3375, 305, 2986, 1951, 5313, 3651, 3175, 5046, 185, 292, 2550, 4454, 4562, 2725, 1671, 328, 5140, 3810, 796, 4419, 1418, 2685, 4926, 4047, 3939, 3484, 4100, 4578, 435, 3663, 3684, 780, 3336, 10, 370, 3787, 2951, 2525, 4702, 4773, 1086, 200, 1304, 857, 5010, 603, 2430, 2135, 3313, 283, 1792, 2492, 5175, 5174, 3740]",315,250,6,False,250
138,human,human,3,True,True,True,"{3: 51, 1: 68, 5: 46, 2: 43, 4: 38, 0: 4}","[4281, 5151, 547, 835, 1236, 2661, 2695, 3028, 365, 5339, 3454, 4274, 12, 2635, 1209, 1496, 558, 1464, 127, 3420, 4775, 4150, 4002, 5143, 3364, 1467, 707, 4730, 1350, 2464, 1385, 1120, 3633, 4886, 2785, 1744, 1980, 4956, 1943, 1612, 4458, 2930, 1594, 3817, 2197, 4690, 3797, 1132, 4059, 52, 2939, 3210, 303, 3370, 3928, 3267, 3315, 2451, 2276, 2819, 48, 2304, 3975, 1463, 255, 2466, 714, 4404, 4532, 1330, 2387, 853, 3497, 449, 4809, 686, 5285, 4170, 5054, 1877, 2593, 5186, 1328, 1479, 1833, 5423, 1768, 1391, 1190, 1750, 952, 269, 3367, 5364, 270, 4070, 488, 236, 1892, 1988, 550, 828, 2300, 2059, 106, 4297, 4353, 5155, 1649, 1652, 1683, 227, 5232, 2089, 1808, 4276, 4677, 93, 5095, 1096, 3930, 3086, 3406, 635, 289, 4481, 2480, 2760, 3279, 5101, 2418, 2673, 861, 5373, 1016, 990, 2346, 4330, 1373, 4212, 4539, 4864, 2353, 798, 5198, 773, 4374, 3312, 2238, 323, 3564, 2376, 931, 5297, 3698, 2203, 2914, 932, 222, 777, 1851, 874, 477, 2409, 574, 2124, 3418, 4492, 5429, 2050, 4615, 2118, 563, 2146, 3678, 5435, 352, 2187, 3074, 2259, 3196, 4742, 4901, 4005, 2390, 3321, 2049, 3915, 2838, 4186, 4266, 4064, 2736, 5045, 4287, 3375, 305, 2986, 1951, 5313, 3651, 3175, 5046, 185, 292, 2550, 4454, 4562, 2725, 1671, 328, 5140, 3810, 796, 4419, 1418, 2685, 4926, 4047, 3939, 3484, 4100, 4578, 435, 3663, 3684, 780, 3336, 10, 370, 3787, 2951, 2525, 4702, 4773, 1086, 200, 1304, 857, 5010, 603, 2430, 2135, 3313, 283, 1792, 2492, 5175, 5174, 3740]",138,250,6,False,250
297,numeric,numeric,5,True,True,True,"{3: 51, 1: 68, 5: 46, 2: 43, 4: 38, 0: 4}","[4281, 5151, 547, 835, 1236, 2661, 2695, 3028, 365, 5339, 3454, 4274, 12, 2635, 1209, 1496, 558, 1464, 127, 3420, 4775, 4150, 4002, 5143, 3364, 1467, 707, 4730, 1350, 2464, 1385, 1120, 3633, 4886, 2785, 1744, 1980, 4956, 1943, 1612, 4458, 2930, 1594, 3817, 2197, 4690, 3797, 1132, 4059, 52, 2939, 3210, 303, 3370, 3928, 3267, 3315, 2451, 2276, 2819, 48, 2304, 3975, 1463, 255, 2466, 714, 4404, 4532, 1330, 2387, 853, 3497, 449, 4809, 686, 5285, 4170, 5054, 1877, 2593, 5186, 1328, 1479, 1833, 5423, 1768, 1391, 1190, 1750, 952, 269, 3367, 5364, 270, 4070, 488, 236, 1892, 1988, 550, 828, 2300, 2059, 106, 4297, 4353, 5155, 1649, 1652, 1683, 227, 5232, 2089, 1808, 4276, 4677, 93, 5095, 1096, 3930, 3086, 3406, 635, 289, 4481, 2480, 2760, 3279, 5101, 2418, 2673, 861, 5373, 1016, 990, 2346, 4330, 1373, 4212, 4539, 4864, 2353, 798, 5198, 773, 4374, 3312, 2238, 323, 3564, 2376, 931, 5297, 3698, 2203, 2914, 932, 222, 777, 1851, 874, 477, 2409, 574, 2124, 3418, 4492, 5429, 2050, 4615, 2118, 563, 2146, 3678, 5435, 352, 2187, 3074, 2259, 3196, 4742, 4901, 4005, 2390, 3321, 2049, 3915, 2838, 4186, 4266, 4064, 2736, 5045, 4287, 3375, 305, 2986, 1951, 5313, 3651, 3175, 5046, 185, 292, 2550, 4454, 4562, 2725, 1671, 328, 5140, 3810, 796, 4419, 1418, 2685, 4926, 4047, 3939, 3484, 4100, 4578, 435, 3663, 3684, 780, 3336, 10, 370, 3787, 2951, 2525, 4702, 4773, 1086, 200, 1304, 857, 5010, 603, 2430, 2135, 3313, 283, 1792, 2492, 5175, 5174, 3740]",297,250,6,False,250
255,location,location,4,True,True,True,"{3: 51, 1: 68, 5: 46, 2: 43, 4: 38, 0: 4}","[4281, 5151, 547, 835, 1236, 2661, 2695, 3028, 365, 5339, 3454, 4274, 12, 2635, 1209, 1496, 558, 1464, 127, 3420, 4775, 4150, 4002, 5143, 3364, 1467, 707, 4730, 1350, 2464, 1385, 1120, 3633, 4886, 2785, 1744, 1980, 4956, 1943, 1612, 4458, 2930, 1594, 3817, 2197, 4690, 3797, 1132, 4059, 52, 2939, 3210, 303, 3370, 3928, 3267, 3315, 2451, 2276, 2819, 48, 2304, 3975, 1463, 255, 2466, 714, 4404, 4532, 1330, 2387, 853, 3497, 449, 4809, 686, 5285, 4170, 5054, 1877, 2593, 5186, 1328, 1479, 1833, 5423, 1768, 1391, 1190, 1750, 952, 269, 3367, 5364, 270, 4070, 488, 236, 1892, 1988, 550, 828, 2300, 2059, 106, 4297, 4353, 5155, 1649, 1652, 1683, 227, 5232, 2089, 1808, 4276, 4677, 93, 5095, 1096, 3930, 3086, 3406, 635, 289, 4481, 2480, 2760, 3279, 5101, 2418, 2673, 861, 5373, 1016, 990, 2346, 4330, 1373, 4212, 4539, 4864, 2353, 798, 5198, 773, 4374, 3312, 2238, 323, 3564, 2376, 931, 5297, 3698, 2203, 2914, 932, 222, 777, 1851, 874, 477, 2409, 574, 2124, 3418, 4492, 5429, 2050, 4615, 2118, 563, 2146, 3678, 5435, 352, 2187, 3074, 2259, 3196, 4742, 4901, 4005, 2390, 3321, 2049, 3915, 2838, 4186, 4266, 4064, 2736, 5045, 4287, 3375, 305, 2986, 1951, 5313, 3651, 3175, 5046, 185, 292, 2550, 4454, 4562, 2725, 1671, 328, 5140, 3810, 796, 4419, 1418, 2685, 4926, 4047, 3939, 3484, 4100, 4578, 435, 3663, 3684, 780, 3336, 10, 370, 3787, 2951, 2525, 4702, 4773, 1086, 200, 1304, 857, 5010, 603, 2430, 2135, 3313, 283, 1792, 2492, 5175, 5174, 3740]",255,250,6,False,250
166,numeric,numeric,5,True,True,True,"{3: 51, 1: 68, 5: 46, 2: 43, 4: 38, 0: 4}","[4281, 5151, 547, 835, 1236, 2661, 2695, 3028, 365, 5339, 3454, 4274, 12, 2635, 1209, 1496, 558, 1464, 127, 3420, 4775, 4150, 4002, 5143, 3364, 1467, 707, 4730, 1350, 2464, 1385, 1120, 3633, 4886, 2785, 1744, 1980, 4956, 1943, 1612, 4458, 2930, 1594, 3817, 2197, 4690, 3797, 1132, 4059, 52, 2939, 3210, 303, 3370, 3928, 3267, 3315, 2451, 2276, 2819, 48, 2304, 3975, 1463, 255, 2466, 714, 4404, 4532, 1330, 2387, 853, 3497, 449, 4809, 686, 5285, 4170, 5054, 1877, 2593, 5186, 1328, 1479, 1833, 5423, 1768, 1391, 1190, 1750, 952, 269, 3367, 5364, 270, 4070, 488, 236, 1892, 1988, 550, 828, 2300, 2059, 106, 4297, 4353, 5155, 1649, 1652, 1683, 227, 5232, 2089, 1808, 4276, 4677, 93, 5095, 1096, 3930, 3086, 3406, 635, 289, 4481, 2480, 2760, 3279, 5101, 2418, 2673, 861, 5373, 1016, 990, 2346, 4330, 1373, 4212, 4539, 4864, 2353, 798, 5198, 773, 4374, 3312, 2238, 323, 3564, 2376, 931, 5297, 3698, 2203, 2914, 932, 222, 777, 1851, 874, 477, 2409, 574, 2124, 3418, 4492, 5429, 2050, 4615, 2118, 563, 2146, 3678, 5435, 352, 2187, 3074, 2259, 3196, 4742, 4901, 4005, 2390, 3321, 2049, 3915, 2838, 4186, 4266, 4064, 2736, 5045, 4287, 3375, 305, 2986, 1951, 5313, 3651, 3175, 5046, 185, 292, 2550, 4454, 4562, 2725, 1671, 328, 5140, 3810, 796, 4419, 1418, 2685, 4926, 4047, 3939, 3484, 4100, 4578, 435, 3663, 3684, 780, 3336, 10, 370, 3787, 2951, 2525, 4702, 4773, 1086, 200, 1304, 857, 5010, 603, 2430, 2135, 3313, 283, 1792, 2492, 5175, 5174, 3740]",166,250,6,False,250
6,human,human,3,True,True,True,"{3: 51, 1: 68, 5: 46, 2: 43, 4: 38, 0: 4}","[4281, 5151, 547, 835, 1236, 2661, 2695, 3028, 365, 5339, 3454, 4274, 12, 2635, 1209, 1496, 558, 1464, 127, 3420, 4775, 4150, 4002, 5143, 3364, 1467, 707, 4730, 1350, 2464, 1385, 1120, 3633, 4886, 2785, 1744, 1980, 4956, 1943, 1612, 4458, 2930, 1594, 3817, 2197, 4690, 3797, 1132, 4059, 52, 2939, 3210, 303, 3370, 3928, 3267, 3315, 2451, 2276, 2819, 48, 2304, 3975, 1463, 255, 2466, 714, 4404, 4532, 1330, 2387, 853, 3497, 449, 4809, 686, 5285, 4170, 5054, 1877, 2593, 5186, 1328, 1479, 1833, 5423, 1768, 1391, 1190, 1750, 952, 269, 3367, 5364, 270, 4070, 488, 236, 1892, 1988, 550, 828, 2300, 2059, 106, 4297, 4353, 5155, 1649, 1652, 1683, 227, 5232, 2089, 1808, 4276, 4677, 93, 5095, 1096, 3930, 3086, 3406, 635, 289, 4481, 2480, 2760, 3279, 5101, 2418, 2673, 861, 5373, 1016, 990, 2346, 4330, 1373, 4212, 4539, 4864, 2353, 798, 5198, 773, 4374, 3312, 2238, 323, 3564, 2376, 931, 5297, 3698, 2203, 2914, 932, 222, 777, 1851, 874, 477, 2409, 574, 2124, 3418, 4492, 5429, 2050, 4615, 2118, 563, 2146, 3678, 5435, 352, 2187, 3074, 2259, 3196, 4742, 4901, 4005, 2390, 3321, 2049, 3915, 2838, 4186, 4266, 4064, 2736, 5045, 4287, 3375, 305, 2986, 1951, 5313, 3651, 3175, 5046, 185, 292, 2550, 4454, 4562, 2725, 1671, 328, 5140, 3810, 796, 4419, 1418, 2685, 4926, 4047, 3939, 3484, 4100, 4578, 435, 3663, 3684, 780, 3336, 10, 370, 3787, 2951, 2525, 4702, 4773, 1086, 200, 1304, 857, 5010, 603, 2430, 2135, 3313, 283, 1792, 2492, 5175, 5174, 3740]",6,250,6,False,250
248,description,description,2,True,True,True,"{3: 51, 1: 68, 5: 46, 2: 43, 4: 38, 0: 4}","[4281, 5151, 547, 835, 1236, 2661, 2695, 3028, 365, 5339, 3454, 4274, 12, 2635, 1209, 1496, 558, 1464, 127, 3420, 4775, 4150, 4002, 5143, 3364, 1467, 707, 4730, 1350, 2464, 1385, 1120, 3633, 4886, 2785, 1744, 1980, 4956, 1943, 1612, 4458, 2930, 1594, 3817, 2197, 4690, 3797, 1132, 4059, 52, 2939, 3210, 303, 3370, 3928, 3267, 3315, 2451, 2276, 2819, 48, 2304, 3975, 1463, 255, 2466, 714, 4404, 4532, 1330, 2387, 853, 3497, 449, 4809, 686, 5285, 4170, 5054, 1877, 2593, 5186, 1328, 1479, 1833, 5423, 1768, 1391, 1190, 1750, 952, 269, 3367, 5364, 270, 4070, 488, 236, 1892, 1988, 550, 828, 2300, 2059, 106, 4297, 4353, 5155, 1649, 1652, 1683, 227, 5232, 2089, 1808, 4276, 4677, 93, 5095, 1096, 3930, 3086, 3406, 635, 289, 4481, 2480, 2760, 3279, 5101, 2418, 2673, 861, 5373, 1016, 990, 2346, 4330, 1373, 4212, 4539, 4864, 2353, 798, 5198, 773, 4374, 3312, 2238, 323, 3564, 2376, 931, 5297, 3698, 2203, 2914, 932, 222, 777, 1851, 874, 477, 2409, 574, 2124, 3418, 4492, 5429, 2050, 4615, 2118, 563, 2146, 3678, 5435, 352, 2187, 3074, 2259, 3196, 4742, 4901, 4005, 2390, 3321, 2049, 3915, 2838, 4186, 4266, 4064, 2736, 5045, 4287, 3375, 305, 2986, 1951, 5313, 3651, 3175, 5046, 185, 292, 2550, 4454, 4562, 2725, 1671, 328, 5140, 3810, 796, 4419, 1418, 2685, 4926, 4047, 3939, 3484, 4100, 4578, 435, 3663, 3684, 780, 3336, 10, 370, 3787, 2951, 2525, 4702, 4773, 1086, 200, 1304, 857, 5010, 603, 2430, 2135, 3313, 283, 1792, 2492, 5175, 5174, 3740]",248,250,6,False,250
240,location,location,4,True,True,True,"{3: 51, 1: 68, 5: 46, 2: 43, 4: 38, 0: 4}","[4281, 5151, 547, 835, 1236, 2661, 2695, 3028, 365, 5339, 3454, 4274, 12, 2635, 1209, 1496, 558, 1464, 127, 3420, 4775, 4150, 4002, 5143, 3364, 1467, 707, 4730, 1350, 2464, 1385, 1120, 3633, 4886, 2785, 1744, 1980, 4956, 1943, 1612, 4458, 2930, 1594, 3817, 2197, 4690, 3797, 1132, 4059, 52, 2939, 3210, 303, 3370, 3928, 3267, 3315, 2451, 2276, 2819, 48, 2304, 3975, 1463, 255, 2466, 714, 4404, 4532, 1330, 2387, 853, 3497, 449, 4809, 686, 5285, 4170, 5054, 1877, 2593, 5186, 1328, 1479, 1833, 5423, 1768, 1391, 1190, 1750, 952, 269, 3367, 5364, 270, 4070, 488, 236, 1892, 1988, 550, 828, 2300, 2059, 106, 4297, 4353, 5155, 1649, 1652, 1683, 227, 5232, 2089, 1808, 4276, 4677, 93, 5095, 1096, 3930, 3086, 3406, 635, 289, 4481, 2480, 2760, 3279, 5101, 2418, 2673, 861, 5373, 1016, 990, 2346, 4330, 1373, 4212, 4539, 4864, 2353, 798, 5198, 773, 4374, 3312, 2238, 323, 3564, 2376, 931, 5297, 3698, 2203, 2914, 932, 222, 777, 1851, 874, 477, 2409, 574, 2124, 3418, 4492, 5429, 2050, 4615, 2118, 563, 2146, 3678, 5435, 352, 2187, 3074, 2259, 3196, 4742, 4901, 4005, 2390, 3321, 2049, 3915, 2838, 4186, 4266, 4064, 2736, 5045, 4287, 3375, 305, 2986, 1951, 5313, 3651, 3175, 5046, 185, 292, 2550, 4454, 4562, 2725, 1671, 328, 5140, 3810, 796, 4419, 1418, 2685, 4926, 4047, 3939, 3484, 4100, 4578, 435, 3663, 3684, 780, 3336, 10, 370, 3787, 2951, 2525, 4702, 4773, 1086, 200, 1304, 857, 5010, 603, 2430, 2135, 3313, 283, 1792, 2492, 5175, 5174, 3740]",240,250,6,False,250
299,entity,entity,1,True,True,True,"{3: 51, 1: 68, 5: 46, 2: 43, 4: 38, 0: 4}","[4281, 5151, 547, 835, 1236, 2661, 2695, 3028, 365, 5339, 3454, 4274, 12, 2635, 1209, 1496, 558, 1464, 127, 3420, 4775, 4150, 4002, 5143, 3364, 1467, 707, 4730, 1350, 2464, 1385, 1120, 3633, 4886, 2785, 1744, 1980, 4956, 1943, 1612, 4458, 2930, 1594, 3817, 2197, 4690, 3797, 1132, 4059, 52, 2939, 3210, 303, 3370, 3928, 3267, 3315, 2451, 2276, 2819, 48, 2304, 3975, 1463, 255, 2466, 714, 4404, 4532, 1330, 2387, 853, 3497, 449, 4809, 686, 5285, 4170, 5054, 1877, 2593, 5186, 1328, 1479, 1833, 5423, 1768, 1391, 1190, 1750, 952, 269, 3367, 5364, 270, 4070, 488, 236, 1892, 1988, 550, 828, 2300, 2059, 106, 4297, 4353, 5155, 1649, 1652, 1683, 227, 5232, 2089, 1808, 4276, 4677, 93, 5095, 1096, 3930, 3086, 3406, 635, 289, 4481, 2480, 2760, 3279, 5101, 2418, 2673, 861, 5373, 1016, 990, 2346, 4330, 1373, 4212, 4539, 4864, 2353, 798, 5198, 773, 4374, 3312, 2238, 323, 3564, 2376, 931, 5297, 3698, 2203, 2914, 932, 222, 777, 1851, 874, 477, 2409, 574, 2124, 3418, 4492, 5429, 2050, 4615, 2118, 563, 2146, 3678, 5435, 352, 2187, 3074, 2259, 3196, 4742, 4901, 4005, 2390, 3321, 2049, 3915, 2838, 4186, 4266, 4064, 2736, 5045, 4287, 3375, 305, 2986, 1951, 5313, 3651, 3175, 5046, 185, 292, 2550, 4454, 4562, 2725, 1671, 328, 5140, 3810, 796, 4419, 1418, 2685, 4926, 4047, 3939, 3484, 4100, 4578, 435, 3663, 3684, 780, 3336, 10, 370, 3787, 2951, 2525, 4702, 4773, 1086, 200, 1304, 857, 5010, 603, 2430, 2135, 3313, 283, 1792, 2492, 5175, 5174, 3740]",299,250,6,False,250
1,location,location,4,True,True,True,"{3: 51, 1: 68, 5: 46, 2: 43, 4: 38, 0: 4}","[4281, 5151, 547, 835, 1236, 2661, 2695, 3028, 365, 5339, 3454, 4274, 12, 2635, 1209, 1496, 558, 1464, 127, 3420, 4775, 4150, 4002, 5143, 3364, 1467, 707, 4730, 1350, 2464, 1385, 1120, 3633, 4886, 2785, 1744, 1980, 4956, 1943, 1612, 4458, 2930, 1594, 3817, 2197, 4690, 3797, 1132, 4059, 52, 2939, 3210, 303, 3370, 3928, 3267, 3315, 2451, 2276, 2819, 48, 2304, 3975, 1463, 255, 2466, 714, 4404, 4532, 1330, 2387, 853, 3497, 449, 4809, 686, 5285, 4170, 5054, 1877, 2593, 5186, 1328, 1479, 1833, 5423, 1768, 1391, 1190, 1750, 952, 269, 3367, 5364, 270, 4070, 488, 236, 1892, 1988, 550, 828, 2300, 2059, 106, 4297, 4353, 5155, 1649, 1652, 1683, 227, 5232, 2089, 1808, 4276, 4677, 93, 5095, 1096, 3930, 3086, 3406, 635, 289, 4481, 2480, 2760, 3279, 5101, 2418, 2673, 861, 5373, 1016, 990, 2346, 4330, 1373, 4212, 4539, 4864, 2353, 798, 5198, 773, 4374, 3312, 2238, 323, 3564, 2376, 931, 5297, 3698, 2203, 2914, 932, 222, 777, 1851, 874, 477, 2409, 574, 2124, 3418, 4492, 5429, 2050, 4615, 2118, 563, 2146, 3678, 5435, 352, 2187, 3074, 2259, 3196, 4742, 4901, 4005, 2390, 3321, 2049, 3915, 2838, 4186, 4266, 4064, 2736, 5045, 4287, 3375, 305, 2986, 1951, 5313, 3651, 3175, 5046, 185, 292, 2550, 4454, 4562, 2725, 1671, 328, 5140, 3810, 796, 4419, 1418, 2685, 4926, 4047, 3939, 3484, 4100, 4578, 435, 3663, 3684, 780, 3336, 10, 370, 3787, 2951, 2525, 4702, 4773, 1086, 200, 1304, 857, 5010, 603, 2430, 2135, 3313, 283, 1792, 2492, 5175, 5174, 3740]",1,250,6,False,250
403,abbreviation,abbre,0,True,True,False,"{3: 51, 1: 68, 5: 46, 2: 43, 4: 38, 0: 4}","[4281, 5151, 547, 835, 1236, 2661, 2695, 3028, 365, 5339, 3454, 4274, 12, 2635, 1209, 1496, 558, 1464, 127, 3420, 4775, 4150, 4002, 5143, 3364, 1467, 707, 4730, 1350, 2464, 1385, 1120, 3633, 4886, 2785, 1744, 1980, 4956, 1943, 1612, 4458, 2930, 1594, 3817, 2197, 4690, 3797, 1132, 4059, 52, 2939, 3210, 303, 3370, 3928, 3267, 3315, 2451, 2276, 2819, 48, 2304, 3975, 1463, 255, 2466, 714, 4404, 4532, 1330, 2387, 853, 3497, 449, 4809, 686, 5285, 4170, 5054, 1877, 2593, 5186, 1328, 1479, 1833, 5423, 1768, 1391, 1190, 1750, 952, 269, 3367, 5364, 270, 4070, 488, 236, 1892, 1988, 550, 828, 2300, 2059, 106, 4297, 4353, 5155, 1649, 1652, 1683, 227, 5232, 2089, 1808, 4276, 4677, 93, 5095, 1096, 3930, 3086, 3406, 635, 289, 4481, 2480, 2760, 3279, 5101, 2418, 2673, 861, 5373, 1016, 990, 2346, 4330, 1373, 4212, 4539, 4864, 2353, 798, 5198, 773, 4374, 3312, 2238, 323, 3564, 2376, 931, 5297, 3698, 2203, 2914, 932, 222, 777, 1851, 874, 477, 2409, 574, 2124, 3418, 4492, 5429, 2050, 4615, 2118, 563, 2146, 3678, 5435, 352, 2187, 3074, 2259, 3196, 4742, 4901, 4005, 2390, 3321, 2049, 3915, 2838, 4186, 4266, 4064, 2736, 5045, 4287, 3375, 305, 2986, 1951, 5313, 3651, 3175, 5046, 185, 292, 2550, 4454, 4562, 2725, 1671, 328, 5140, 3810, 796, 4419, 1418, 2685, 4926, 4047, 3939, 3484, 4100, 4578, 435, 3663, 3684, 780, 3336, 10, 370, 3787, 2951, 2525, 4702, 4773, 1086, 200, 1304, 857, 5010, 603, 2430, 2135, 3313, 283, 1792, 2492, 5175, 5174, 3740]",403,250,6,False,250
316,human,human,3,True,True,True,"{3: 51, 1: 68, 5: 46, 2: 43, 4: 38, 0: 4}","[4281, 5151, 547, 835, 1236, 2661, 2695, 3028, 365, 5339, 3454, 4274, 12, 2635, 1209, 1496, 558, 1464, 127, 3420, 4775, 4150, 4002, 5143, 3364, 1467, 707, 4730, 1350, 2464, 1385, 1120, 3633, 4886, 2785, 1744, 1980, 4956, 1943, 1612, 4458, 2930, 1594, 3817, 2197, 4690, 3797, 1132, 4059, 52, 2939, 3210, 303, 3370, 3928, 3267, 3315, 2451, 2276, 2819, 48, 2304, 3975, 1463, 255, 2466, 714, 4404, 4532, 1330, 2387, 853, 3497, 449, 4809, 686, 5285, 4170, 5054, 1877, 2593, 5186, 1328, 1479, 1833, 5423, 1768, 1391, 1190, 1750, 952, 269, 3367, 5364, 270, 4070, 488, 236, 1892, 1988, 550, 828, 2300, 2059, 106, 4297, 4353, 5155, 1649, 1652, 1683, 227, 5232, 2089, 1808, 4276, 4677, 93, 5095, 1096, 3930, 3086, 3406, 635, 289, 4481, 2480, 2760, 3279, 5101, 2418, 2673, 861, 5373, 1016, 990, 2346, 4330, 1373, 4212, 4539, 4864, 2353, 798, 5198, 773, 4374, 3312, 2238, 323, 3564, 2376, 931, 5297, 3698, 2203, 2914, 932, 222, 777, 1851, 874, 477, 2409, 574, 2124, 3418, 4492, 5429, 2050, 4615, 2118, 563, 2146, 3678, 5435, 352, 2187, 3074, 2259, 3196, 4742, 4901, 4005, 2390, 3321, 2049, 3915, 2838, 4186, 4266, 4064, 2736, 5045, 4287, 3375, 305, 2986, 1951, 5313, 3651, 3175, 5046, 185, 292, 2550, 4454, 4562, 2725, 1671, 328, 5140, 3810, 796, 4419, 1418, 2685, 4926, 4047, 3939, 3484, 4100, 4578, 435, 3663, 3684, 780, 3336, 10, 370, 3787, 2951, 2525, 4702, 4773, 1086, 200, 1304, 857, 5010, 603, 2430, 2135, 3313, 283, 1792, 2492, 5175, 5174, 3740]",316,250,6,False,250
115,human,human,3,True,True,True,"{3: 51, 1: 68, 5: 46, 2: 43, 4: 38, 0: 4}","[4281, 5151, 547, 835, 1236, 2661, 2695, 3028, 365, 5339, 3454, 4274, 12, 2635, 1209, 1496, 558, 1464, 127, 3420, 4775, 4150, 4002, 5143, 3364, 1467, 707, 4730, 1350, 2464, 1385, 1120, 3633, 4886, 2785, 1744, 1980, 4956, 1943, 1612, 4458, 2930, 1594, 3817, 2197, 4690, 3797, 1132, 4059, 52, 2939, 3210, 303, 3370, 3928, 3267, 3315, 2451, 2276, 2819, 48, 2304, 3975, 1463, 255, 2466, 714, 4404, 4532, 1330, 2387, 853, 3497, 449, 4809, 686, 5285, 4170, 5054, 1877, 2593, 5186, 1328, 1479, 1833, 5423, 1768, 1391, 1190, 1750, 952, 269, 3367, 5364, 270, 4070, 488, 236, 1892, 1988, 550, 828, 2300, 2059, 106, 4297, 4353, 5155, 1649, 1652, 1683, 227, 5232, 2089, 1808, 4276, 4677, 93, 5095, 1096, 3930, 3086, 3406, 635, 289, 4481, 2480, 2760, 3279, 5101, 2418, 2673, 861, 5373, 1016, 990, 2346, 4330, 1373, 4212, 4539, 4864, 2353, 798, 5198, 773, 4374, 3312, 2238, 323, 3564, 2376, 931, 5297, 3698, 2203, 2914, 932, 222, 777, 1851, 874, 477, 2409, 574, 2124, 3418, 4492, 5429, 2050, 4615, 2118, 563, 2146, 3678, 5435, 352, 2187, 3074, 2259, 3196, 4742, 4901, 4005, 2390, 3321, 2049, 3915, 2838, 4186, 4266, 4064, 2736, 5045, 4287, 3375, 305, 2986, 1951, 5313, 3651, 3175, 5046, 185, 292, 2550, 4454, 4562, 2725, 1671, 328, 5140, 3810, 796, 4419, 1418, 2685, 4926, 4047, 3939, 3484, 4100, 4578, 435, 3663, 3684, 780, 3336, 10, 370, 3787, 2951, 2525, 4702, 4773, 1086, 200, 1304, 857, 5010, 603, 2430, 2135, 3313, 283, 1792, 2492, 5175, 5174, 3740]",115,250,6,False,250
